,,,,,,,,,,,,
회사명,종목코드,사업연도,결산월,업종,업종별,주식배당,현금배당,,,,,
,,,,,배당율,(배당기준일),액면가,기말주식수,주당배당금,배당성향,총배당금액,시가배당률
광명전기,017040,2021,12,전기전자,2.7,-,500,"43,337,615",10,7.397,"433,376,150",0.410
광무,029480,2021,12,통신장비,0.28,-,100,"113,955,215",-,-,-,-
광전자,017900,2021,12,전기전자,2.7,-,500,"57,943,763",50,24.051,"2,518,188,150",1.580
광주신세계,037710,2021,12,유통업,1.59,-,"5,000","1,600,000","8,500",25.819 *,"13,527,223,000",4.760
광진실업,026910,2021,12,금속,0.87,-,500,"6,405,405",-,-,-,-
교보10호기업인수목적,355150,2021,12,금융,1.34,-,100,"5,320,000",-,-,-,-
교보11호스팩,397880,2021,12,금융,1.34,-,100,"4,440,000",-,-,-,-
교보12호스팩,421800,2021,12,-,-,-,-,-,-,-,-,-
교보9호스팩,331520,2021,12,금융,1.34,-,100,"3,880,000",-,-,-,-
교보증권,030610,2021,12,증권,3.64,-,"5,000","64,653,296",500,8.988,"12,884,341,400",5.710
교촌에프앤비,339770,2021,12,유통업,1.59,-,500,"24,982,540",300,25.108,"7,494,762,000",1.800
구영테크,053270,2021,12,운송장비·부품,0.36,-,500,"26,394,174",30,23.660,"740,336,340",0.960
국도화학,007690,2021,12,화학,1.1,-,"5,000","9,010,616","2,200",12.101,"19,009,174,800",3.800
국동,005320,2021,12,유통업,1.59,-,500,"54,673,238",-,-,-,-
국보,001140,2021,12,운수창고업,0.4,-,500,"64,530,543",-,-,-,-
국보디자인,066620,2021,12,건설,1.48,-,500,"7,500,000",340,11.958,"2,336,713,240",1.610
국순당,043650,2021,12,음식료·담배,0.86,-,500,"17,858,304",260,18.992,"4,092,521,160",2.900
국영지앤엠,006050,2021,12,비금속,0.88,-,500,"34,895,243",-,-,-,-
국일신동,060480,2021,12,금속,0.87,-,500,"11,090,000",50,63.882 *,"554,500,000",1.300
국일제지,078130,2021,12,종이·목재,0.2,-,100,"127,617,473",-,-,-,-
국전약품,307750,2021,12,제약,0.3,-,100,"49,069,269",10,12.152 *,"490,692,690",0.000
국제약품,002720,2021,12,의약품,0.12,-,"1,000","19,276,090",-,-,-,-
굿센,243870,2021,12,-,-,-,500,"2,583,805",-,-,-,-
그래디언트,035080,2021,12,유통,0.36,-,500,"81,189,163",50,-84.518,"3,881,896,150",0.910
그리티,204020,2021,12,섬유·의류,0.7,-,500,"20,147,430",-,-,-,-
그린케미칼,083420,2021,12,화학,1.1,-,500,"24,000,000",220,32.215 *,"5,131,543,780",2.300
그린플러스,186230,2021,12,금속,0.87,-,500,"10,820,188",-,-,-,-
극동유화,014530,2021,12,화학,1.1,-,500,"34,869,420",160,48.938,"5,387,107,200",4.000
글로벌에스엠,900070,2021,12,-,-,-,0,"53,743,968",-,-,-,-
글로벌텍스프리,204620,2021,12,금융,1.34,-,500,"48,736,691",-,-,-,-
글로본,019660,2021,12,유통,0.36,-,500,"32,911,248",-,-,-,-
금강공업,014280,2021,12,철강금속,2.09,-,"1,000","29,329,357",100,0.000,2,1.300
금강철강,053260,2021,12,금속,0.87,-,500,"18,720,000",120,19.072,"1,944,359,520",2.300
금비,008870,2021,09,비금속광물,1.61,-,"5,000","1,000,000","1,600",25.072,"1,295,200,000",2.220
금양,001570,2021,12,화학,1.1,-,500,"48,806,004",-,-,-,-
금호건설,002990,2021,12,건설업,1.63,-,"5,000","36,633,924",800,19.380,"28,706,910,700",6.700
금호석유화학,011780,2021,12,화학,1.1,-,"5,000","30,467,691","10,000",14.289,"280,856,134,300",5.400
금호에이치티,214330,2021,12,운수장비,1.02,-,500,"196,541,594",-,-,-,-
금호전기,001210,2021,12,전기전자,2.7,-,500,"19,639,258",-,-,-,-
금호타이어,073240,2021,12,화학,1.1,-,"5,000","287,260,287",-,-,-,-
금화피에스시,036190,2021,12,건설,1.48,-,500,"6,000,000","1,300",33.194,"7,677,527,000",3.900
기가레인,049080,2021,12,반도체,0.42,-,500,"79,243,240",-,-,-,-
기산텔레콤,035460,2021,12,통신장비,0.28,-,500,"14,577,340",-,-,-,-
기신정기,092440,2021,03,기계,1.09,-,500,"29,200,000",150,44.808,"4,380,000,000",2.700
기아,000270,2021,12,운수장비,1.02,-,"5,000","405,363,347","3,000",25.267,"1,202,793,000,000",3.600
기업은행,024110,2021,12,은행,0.98,-,"5,000","744,300,587",780,25.639,"621,992,176,260",7.000
까뮤이앤씨,013700,2021,12,건설업,1.63,-,500,"45,152,280",20,-29.385 *,"886,245,600",0.800
까스텔바작,308100,2021,12,유통,0.36,-,500,"6,596,700",-,-,-,-
깨끗한나라,004540,2021,12,종이목재,1.49,-,"1,000","37,240,693",-,-,-,-
나노,187790,2021,12,화학,0.41,-,500,"27,067,695",-,-,-,-
나노브릭,286750,2021,12,화학,0.41,-,500,"9,302,068",-,-,-,-
나노신소재,121600,2021,12,화학,0.41,-,500,"10,848,333",120,19.254,"1,430,535,914",0.200
나노씨엠에스,247660,2021,12,일반전기전자,0.23,-,500,"4,288,920",-,-,-,-
나노엔텍,039860,2021,12,의료·정밀기기,0.32,-,500,"26,800,627",-,-,-,-
나노캠텍,091970,2021,12,화학,0.41,-,500,"28,080,425",-,-,-,-
나눔테크,244880,2021,12,-,-,-,500,"5,020,000",-,-,-,-
나라소프트,288490,2021,12,-,-,-,100,"36,897,000",-,-,-,-
나라엠앤디,051490,2021,12,기계·장비,0.53,-,500,"14,200,000",50,18.628,"690,367,750",0.500
나래나노텍,137080,2021,12,-,-,-,-,-,200,9.607,"1,678,456,000",-
나무가,190510,2021,12,IT부품,0.36,-,500,"13,742,180",-,-,-,-
나무기술,242040,2021,12,출판·매체복제,0.32,-,100,"34,241,700",-,-,-,-
나스미디어,089600,2021,12,기타서비스,0.5,0.1 / (2021-12-31),500,"9,604,910",800,27.583,"7,480,421,600",2.200
나우IB,293580,2021,12,금융,1.34,-,"5,000","9,577,000",150,11.247,"1,421,103,600",1.500
나우코스,257990,2021,12,-,-,-,500,"3,912,595",-,-,-,-
나이벡,138610,2021,12,제약,0.3,-,500,"9,902,979",-,-,-,-
나이스디앤비,130580,2021,12,기타서비스,0.5,-,500,"15,400,000",230,25.251,"3,542,000,000",2.400
나이스정보통신,036800,2021,12,통신서비스,0.68,-,500,"10,000,000",590,13.961,"5,530,672,980",2.000
나인테크,267320,2021,12,IT부품,0.36,-,100,"39,396,554",-,-,-,-
남광토건,001260,2021,12,건설업,1.63,-,"5,000","9,829,014",-,-,-,-
남선알미늄,008350,2021,12,철강금속,2.09,-,500,"110,179,090",-,-,-,-
남성,004270,2021,12,유통업,1.59,-,500,"36,212,160",25,11.029,"783,062,175",0.800
남양유업,003920,2021,12,음식료품,1.34,-,"5,000","720,000","1,000",-1.451,"854,707,100",0.200
남해화학,025860,2021,12,화학,1.1,-,"1,000","49,678,843",60,13.279,"2,876,921,700",1.000
남화산업,111710,2021,12,오락·문화,0.04,-,200,"20,588,000",200,29.975 *,"4,117,600,000",2.400
남화토건,091590,2021,12,건설,1.48,-,500,"11,740,000",150,13.440,"1,761,000,000",1.720
내츄럴엔도텍,168330,2021,12,기타서비스,0.5,-,500,"31,175,495",-,-,-,-
네오리진,094860,2021,12,소프트웨어,0.32,-,100,"99,808,613",-,-,-,-
네오셈,253590,2021,12,반도체,0.42,-,100,"37,677,501",15,9.661,"545,247,525",0.430
네오오토,212560,2021,12,운송장비·부품,0.36,-,500,"7,874,963",70,8.392 *,"551,218,990",1.000
네오위즈,095660,2021,12,디지털컨텐츠,0.1,-,500,"22,033,719",-,-,-,-
네오위즈홀딩스,042420,2021,12,디지털컨텐츠,0.1,-,500,"8,856,866",692,4.820,"4,997,483,524",0.900
네오이뮨텍,950220,2021,12,-,-,-,0,"98,582,010",-,-,-,-
네오크레마,311390,2021,12,음식료·담배,0.86,-,500,"7,327,995",-,-,-,-
네오티스,085910,2021,12,운송장비·부품,0.36,-,500,"13,730,519",250,42.654,"3,292,463,750",4.790
네오팜,092730,2021,12,화학,0.41,-,500,"8,207,361",700,30.906,"5,474,439,600",2.800
네오펙트,290660,2021,12,의료·정밀기기,0.32,-,500,"18,906,280",-,-,-,-
네온테크,306620,2021,12,기계·장비,0.53,-,100,"39,922,508",-,-,-,-
네이블커뮤니케이션즈,153460,2021,12,소프트웨어,0.32,-,500,"6,530,014",-,-,-,-
네이처셀,007390,2021,12,제약,0.3,-,500,"62,627,156",-,-,-,-
네패스,033640,2021,12,반도체,0.42,-,500,"23,059,202",-,-,-,-
네패스아크,330860,2021,12,반도체,0.42,-,500,"12,184,045",-,-,-,-
넥센,005720,2021,12,화학,1.1,-,500,"53,543,977",100,18.841,"5,543,276,800",2.180
넥센타이어,002350,2021,12,화학,1.1,-,500,"97,667,877",105,233.322,"10,812,159,730",1.540
넥스턴바이오,089140,2021,12,비금속,0.88,-,500,"33,220,864",-,-,-,-
넥스트아이,137940,2021,12,의료·정밀기기,0.32,-,100,"78,320,992",-,-,-,-
넥스트칩,396270,2021,12,-,-,-,-,-,-,-,-,-
넥스틴,348210,2021,12,반도체,0.42,-,500,"9,682,380",500,26.784,"4,841,190,000",0.880
넥슨게임즈,225570,2021,12,디지털컨텐츠,0.1,-,500,"28,852,967",-,-,-,-
넵튠,217270,2021,12,출판·매체복제,0.32,-,500,"31,753,722",-,-,-,-
넷마블,251270,2021,12,서비스업,0.43,-,100,"85,953,502",528,17.362,"43,261,453,488",0.400
노드메이슨,317860,2021,12,-,-,-,500,"3,765,258",-,-,-,-
노랑풍선,104620,2021,12,기타서비스,0.5,-,500,"14,296,950",-,-,-,-
노루페인트,090350,2021,12,화학,1.1,-,500,"20,000,000",275,38.970,"5,629,675,280",2.200
노루홀딩스,000320,2021,12,금융업,2.61,-,500,"13,291,151",450,43.791,"4,689,121,695",3.620
노바렉스,194700,2021,12,음식료·담배,0.86,-,500,"9,003,740",300,9.065,"2,385,332,400",0.800
노바텍,285490,2021,12,기타제조,0.64,0.05 / (2021-12-31),500,"10,081,744",150,4.272,"1,482,261,600",0.400
노브메타파마,229500,2021,12,-,-,-,500,"8,962,867",-,-,-,-
노블엠앤비,106520,2021,12,의료·정밀기기,0.32,-,"1,000","22,300,767",-,-,-,-
노을,376930,2021,12,-,-,-,-,-,-,-,-,-
노터스,278650,2021,12,기타서비스,0.5,-,100,"7,651,868",200,14.846,"1,530,373,600",0.600
녹십자,006280,2021,12,의약품,0.12,-,"5,000","11,686,538","2,000",16.668,"22,826,356,000",0.900
녹십자엠에스,142280,2021,12,제약,0.3,-,500,"21,117,283",-,-,-,-
녹십자웰빙,234690,2021,12,제약,0.3,-,500,"17,752,276",80,21.187 *,"1,420,182,080",0.800
녹십자홀딩스,005250,2021,12,서비스업,0.43,-,500,"47,028,210",400,14.227,"18,161,826,820",1.500
녹원씨엔아이,065560,2021,12,출판·매체복제,0.32,-,500,"17,260,625",-,-,-,-
농심,004370,2021,12,음식료품,1.34,-,"5,000","6,082,642","4,000",23.215,"23,130,496,000",1.300
농심홀딩스,072710,2021,12,금융업,2.61,-,"5,000","4,637,790","2,000",18.867,"9,275,528,000",2.600
농우바이오,054050,2021,12,-,-,-,500,"16,030,561",200,39.435,"2,741,916,200",1.800
누리플랜,069140,2021,12,금속,0.87,-,500,"7,102,743",-,-,-,-
누리플렉스,040160,2021,12,소프트웨어,0.32,-,500,"12,055,535",-,-,-,-
누보,332290,2021,12,금융,1.34,-,100,"5,205,000",-,-,-,-
뉴로스,126870,2021,12,기계·장비,0.53,-,500,"35,639,386",-,-,-,-
뉴보텍,060260,2021,12,화학,0.41,-,500,"33,433,750",-,-,-,-
뉴인텍,012340,2021,12,IT부품,0.36,-,500,"30,044,502",-,-,-,-
뉴지랩파마,214870,2021,12,유통,0.36,-,500,"30,954,362",-,-,-,-
뉴트리,270870,2021,12,음식료·담배,0.86,-,500,"9,113,224",250,11.199,"2,226,961,500",1.100
뉴파워프라즈마,144960,2021,12,기계·장비,0.53,-,100,"43,692,624",50,7.560,"2,063,919,750",0.780
뉴프렉스,085670,2021,12,IT부품,0.36,-,500,"24,209,753",-,-,-,-
다나와,119860,2021,12,인터넷,0.89,-,500,"13,074,822",-,-,-,-
다날,064260,2021,12,디지털컨텐츠,0.1,-,500,"68,949,040",-,-,-,-
다믈멀티미디어,093640,2021,12,반도체,0.42,-,500,"18,248,289",-,-,-,-
다보링크,340360,2021,12,통신장비,0.28,-,100,"40,910,160",-,-,-,-
다산네트웍스,039560,2021,12,통신장비,0.28,-,500,"36,380,838",-,-,-,-
다스코,058730,2021,12,기계,0.76,-,500,"16,876,561",-,-,-,-
다올인베스트먼트,298870,2021,12,금융,1.34,-,500,"100,000,000",150,23.166 *,"15,000,000,000",2.800
다올투자증권,030210,2021,12,증권,3.64,-,"5,000","60,314,092",250,27.304,"48,085,315,461",4.600
다우기술,023590,2021,12,서비스업,0.43,-,500,"44,866,617",600,2.840,"25,959,970,200",2.600
다우데이타,032190,2021,12,유통,0.36,-,500,"38,300,000",300,1.274,"11,490,000,000",2.040
다원넥스뷰,323350,2021,12,-,-,-,500,"917,500",-,-,-,-
다원시스,068240,2021,12,IT부품,0.36,-,500,"31,630,519",50,-8.530,"1,557,121,850",0.180
다이나믹디자인,145210,2021,12,기계,0.76,-,500,"158,289,246",-,-,-,-
다이오진,271850,2021,12,-,-,-,100,"3,123,000",-,-,-,-
대교,019680,2021,12,서비스업,0.43,-,500,"84,702,850",80,-10.136,"4,302,658,320",2.100
대구백화점,006370,2021,12,유통업,1.59,-,"5,000","10,821,611",100,-14.280,"832,803,400",0.850
대덕,008060,2021,12,금융업,2.61,-,500,"33,890,150",300,19.258,"10,536,813,885",3.700
대덕전자,353200,2021,12,전기전자,2.7,-,500,"49,416,925",300,24.536,"15,464,210,795",1.270
대동,000490,2021,12,기계,0.76,-,"1,000","23,728,210",80,4.783,"1,658,256,800",0.800
대동고려삼,178600,2021,06,-,-,-,500,"4,449,600",-,2.117 *,"49,263,955",-
대동금속,020400,2021,12,금속,0.87,-,"1,000","3,189,166",60,7.457 *,"191,349,960",0.600
대동기어,008830,2021,12,기계·장비,0.53,-,500,"8,987,520",40,7.551 *,"359,500,800",0.700
대동스틸,048470,2021,12,금속,0.87,-,500,"10,000,000",50,3.417 *,"496,094,550",0.850
대동전자,008110,2021,03,전기전자,1.35,-,500,"10,490,447",-,-,-,-
대륙제관,004780,2021,12,금속,0.87,-,500,"15,903,199",100,20.906 *,"1,590,319,900",1.900
대림비앤코,005750,2021,12,비금속광물,1.8,-,"1,000","16,672,240",130,236.873,"2,167,391,200",1.800
대림제지,017650,2021,12,종이·목재,0.2,-,500,"9,000,000",100,4.181 *,"900,000,000",0.900
대림통상,006570,2021,12,기계,0.76,-,"1,000","15,225,000",-,-,-,-
대명소노시즌,007720,2021,12,유통,0.36,-,500,"100,800,450",-,-,-,-
대명에너지,389260,2021,12,-,-,-,-,-,-,-,-,-
대모,317850,2021,12,기계·장비,0.53,-,500,"8,324,420",180,32.517,"1,498,395,600",3.430
대보마그네틱,290670,2021,12,기계·장비,0.53,-,500,"7,824,500",-,-,-,-
대봉엘에스,078140,2021,12,제약,0.3,-,500,"11,086,579",50,5.451,"547,408,450",0.600
대상,001680,2021,12,음식료품,1.34,-,"1,000","34,648,025",800,19.888,"28,828,300,630",3.400
대상홀딩스,084690,2021,12,금융업,2.61,-,"1,000","36,212,538",240,6.249,"8,919,379,620",2.500
대성미생물,036480,2021,12,제약,0.3,-,500,"3,800,000",75,32.948 *,"285,000,000",0.500
대성산업,128820,2021,12,유통업,1.59,-,"5,000","45,235,478",-,-,-,-
대성에너지,117580,2021,12,전기가스업,4.22,-,"1,000","27,500,000",250,57.069,"6,798,636,500",2.700
대성엘텍,025440,2021,12,일반전기전자,0.23,-,500,"100,971,343",-,-,-,-
대성창투,027830,2021,12,금융,1.34,-,500,"40,000,000",-,-,-,-
대성파인텍,104040,2021,12,운송장비·부품,0.36,-,100,"31,301,281",-,-,-,-
대성홀딩스,016710,2021,12,서비스업,0.43,-,"1,000","16,089,459",250,16.797,"4,022,364,750",0.500
대신밸런스제10호스팩,387310,2021,12,금융,1.34,-,100,"5,460,000",-,-,-,-
대신밸런스제11호스팩,397500,2021,12,금융,1.34,-,100,"7,610,000",-,-,-,-
대신밸런스제12호스팩,426670,2021,12,-,-,-,-,-,-,-,-,-
대신정보통신,020180,2021,03,컴퓨터서비스,1.06,-,500,"38,428,915",10,22.752 *,"384,289,150",0.500
대신증권,003540,2021,12,증권,3.64,-,"5,000","50,773,400","1,400",15.332,"94,419,655,600",6.700
대아티아이,045390,2021,12,일반전기전자,0.23,-,100,"71,151,522",-,-,-,-
대양금속,009190,2021,12,철강금속,2.09,-,500,"32,168,164",-,-,-,-
대양전기공업,108380,2021,12,운송장비·부품,0.36,-,500,"9,567,333",100,10.549,"932,070,700",0.700
대양제지,006580,2021,12,종이·목재,0.2,-,500,"26,850,000",40,1.492,"113,939,800",1.200
대영포장,014160,2021,12,종이목재,1.49,-,500,"108,394,549",-,-,-,-
대우건설,047040,2021,12,건설업,1.63,-,"5,000","415,622,638",-,-,-,-
대우부품,009320,2021,12,운수장비,1.02,-,500,"47,646,375",-,-,-,-
대우조선해양,042660,2021,12,운수장비,1.02,-,"5,000","107,290,669",-,-,-,-
대웅,003090,2021,12,금융업,2.61,-,500,"58,141,980",100,4.158,"4,156,569,100",0.300
대웅제약,069620,2021,12,의약품,0.12,-,"2,500","11,586,575",600,21.950,"6,641,524,800",0.400
대원,007680,2021,12,건설,1.48,-,500,"13,446,474",300,13.194,"3,985,942,200",3.100
대원강업,000430,2021,12,운수장비,1.02,-,500,"62,000,000",100,-217.011,"6,200,000,000",2.670
대원미디어,048910,2021,12,유통,0.36,-,500,"12,578,946",-,-,-,-
대원산업,005710,2021,12,운송장비·부품,0.36,-,500,"20,037,600",125,7.649,"2,504,700,000",1.900
대원전선,006340,2021,12,전기전자,2.7,-,500,"71,016,967",-,-,-,-
대원제약,003220,2021,12,의약품,0.12,-,500,"21,224,823",200,62.322,"4,120,088,200",1.200
대원화성,024890,2021,12,화학,1.1,-,500,"41,249,152",-,-,-,-
대유,290380,2021,12,화학,0.41,-,500,"14,478,326",-,-,-,-
대유에이텍,002880,2021,12,운수장비,1.02,-,500,"115,094,114",-,-,-,-
대유에이피,290120,2021,12,운송장비·부품,0.36,-,500,"11,433,599",200,27.725,"2,286,753,600",3.400
대유플러스,000300,2021,12,전기전자,2.7,-,500,"120,998,774",-,-,-,-
대정화금,120240,2021,12,화학,0.41,-,500,"7,190,391",300,25.482 *,"2,151,957,300",1.400
대주산업,003310,2021,12,음식료·담배,0.86,-,500,"35,392,350",30,27.890,"1,061,770,500",1.600
대주이엔티,114920,2021,12,-,-,-,500,"3,469,500",-,-,-,-
대주전자재료,078600,2021,12,IT부품,0.36,-,500,"15,480,593",100,6.482,"1,488,950,200",0.100
대창,012800,2021,12,철강금속,2.09,-,500,"91,140,499",30,8.729,"2,289,678,680",1.700
대창단조,015230,2021,12,운수장비,1.02,-,"1,000","14,286,115",270,12.389,"3,496,596,390",3.500
대창솔루션,096350,2021,12,금속,0.87,-,100,"163,761,009",-,-,-,-
대창스틸,140520,2021,12,금속,0.87,-,500,"21,109,243",150,20.546,"3,166,175,400",4.700
대한과학,131220,2021,12,유통,0.36,-,500,"7,454,490",60,8.916,"447,143,820",0.600
대한광통신,010170,2021,12,일반전기전자,0.23,-,500,"73,741,625",-,-,-,-
대한그린파워,060900,2021,12,화학,0.41,-,100,"172,786,805",-,-,-,-
대한뉴팜,054670,2021,12,제약,0.3,-,500,"14,354,920",80,7.155 *,"1,122,823,120",0.700
대한방직,001070,2021,12,섬유의복,0.53,-,"1,000","5,300,000",-,-,-,-
대한약품,023910,2021,12,제약,0.3,-,500,"6,000,000",400,9.489 *,"2,151,180,000",1.400
대한유화,006650,2021,12,화학,1.1,-,"5,000","6,500,000","3,500",14.417,"21,616,350,000",1.820
대한전선,001440,2021,12,전기전자,2.7,-,500,"856,473,009",-,-,-,-
대한제강,084010,2021,12,철강금속,2.09,-,"1,000","24,646,734",400,5.272,"8,629,403,600",2.500
대한제당,001790,2021,12,음식료품,1.34,-,500,"89,696,580",110,52.559,"10,612,141,200",3.640
대한제분,001130,2021,12,음식료품,1.34,-,"5,000","1,690,000","2,500",4.712,"4,113,060,000",1.600
대한항공,003490,2021,12,운수창고업,0.4,-,"5,000","347,820,825",-,-,-,-
대한해운,005880,2021,12,운수창고업,0.4,-,500,"319,177,460",-,-,-,-
대한화섬,003830,2021,12,화학,1.1,-,"5,000","1,328,000",750,3.456 *,"842,478,750",0.600
대현,016090,2021,12,섬유의복,0.53,-,500,"44,282,310",90,20.711 *,"3,985,407,900",4.000
대호에이엘,069460,2021,12,철강금속,2.09,-,500,"50,535,136",-,-,-,-
대호특수강,021040,2021,12,금속,0.87,-,500,"75,398,540",-,-,-,-
대화제약,067080,2021,12,제약,0.3,-,500,"18,616,650",150,133.919,"2,627,497,500",1.600
더네이쳐홀딩스,298540,2021,12,섬유·의류,0.7,-,500,"14,544,656",200,4.989,"2,908,931,200",0.700
더블유게임즈,192080,2021,12,서비스업,0.43,-,500,"18,374,502",700,7.603,"11,882,868,200",1.200
더블유에스아이,299170,2021,12,유통,0.36,-,100,"30,027,963",-,-,-,-
더존비즈온,012510,2021,12,서비스업,0.43,-,500,"30,382,784",450,30.311,"16,493,247,239",0.600
더콘텐츠온,302920,2021,12,-,-,-,500,"4,552,359",-,0.193 *,"1,111,110",-
덕산네오룩스,213420,2021,12,반도체,0.42,-,200,"24,831,179",-,-,-,-
덕산테코피아,317330,2021,12,반도체,0.42,-,500,"18,377,428",-,-,-,-
덕산하이메탈,077360,2021,12,일반전기전자,0.23,-,200,"22,718,501",-,-,-,-
덕성,004830,2021,12,화학,1.1,-,500,"15,680,000",45,12.412,"735,139,200",0.300
덕신하우징,090410,2021,12,금속,0.87,-,100,"46,084,095",-,-,-,-
덕양산업,024900,2021,12,운수장비,1.02,-,500,"32,564,980",-,-,-,-
덕우전자,263600,2021,12,일반전기전자,0.23,-,500,"15,930,310",70,26.475,"1,115,121,700",0.900
데브시스터즈,194480,2021,12,디지털컨텐츠,0.1,-,500,"11,806,600",500,8.752,"5,284,112,000",0.600
데이드림엔터,348840,2021,12,-,-,-,500,"842,500",-,-,-,-
데이타솔루션,263800,2021,12,정보기기,0.73,-,500,"16,110,580",-,-,-,-
데이터스트림즈,199150,2021,12,-,-,-,500,"4,189,773",-,-,-,-
덱스터,206560,2021,12,오락·문화,0.04,-,500,"25,400,836",-,-,-,-
덴티스,261200,2021,12,의료·정밀기기,0.32,-,500,"14,757,890",-,-,-,-
덴티움,145720,2021,12,의료정밀,0.79,-,500,"11,068,830",250,3.885,"2,155,972,750",0.370
도부마스크,227420,2021,12,-,-,-,500,"8,615,603",-,-,-,-
도이치모터스,067990,2021,12,유통,0.36,-,500,"29,623,706",350,27.288,"10,017,424,900",4.600
도화엔지니어링,002150,2021,12,서비스업,0.43,-,500,"33,720,000",280,62.098,"9,322,831,000",3.640
동구바이오제약,006620,2021,12,제약,0.3,-,500,"28,464,992",100,30.063,"2,803,987,600",1.260
동국S&C,100130,2021,12,금속,0.87,-,500,"57,143,000",100,23.152,"5,573,372,300",1.900
동국산업,005160,2021,12,금속,0.87,-,"1,000","54,244,482",130,17.947,"6,698,173,430",3.600
동국알앤에스,075970,2021,12,비금속,0.88,-,"1,000","18,400,000",80,49.663,"1,472,000,000",1.800
동국제강,001230,2021,12,철강금속,2.09,-,"5,000","95,432,737",400,6.696,"37,400,982,800",2.500
동국제약,086450,2021,12,제약,0.3,-,500,"44,460,000",180,15.212,"8,049,373,200",0.800
동남합성,023450,2021,12,화학,1.1,-,500,"3,610,000",-,-,-,-
동방,004140,2021,12,운수창고업,0.4,-,"1,000","47,971,766",-,-,-,-
동방선기,099410,2021,12,운송장비·부품,0.36,-,500,"13,541,002",-,-,-,-
동방아그로,007590,2021,12,화학,1.1,-,500,"13,617,577",350,61.967,"4,342,025,450",4.900
동부건설,005960,2021,12,건설업,1.63,-,"5,000","22,738,844",900,17.751,"20,675,055,200",5.800
동서,026960,2021,12,유통업,1.59,-,500,"99,700,000",700,59.985,"69,070,766,100",2.300
동성제약,002210,2021,12,의약품,0.12,-,"1,000","26,100,970",-,-,-,-
